id;categoria;pergunta;resposta;tags;canal_recomendado;prioridade;status;requer_revisão_humana;motivo_revisao
128;Terceiros e Responsabilidade Civil;A seguradora pode cobrar de mim o que pagou ao terceiro?;Pode exercer direito de regresso em casos previstos, como condução sob álcool, sem carta, dolo ou outras violações graves.;terceiros,e,responsabilidade,pagamento;Atendimento/Portal;Alta;Activo;Sim;jurídico/sub-rogação ou direito de regresso
129;Terceiros e Responsabilidade Civil;O seguro cobre danos em propriedade pública?;Sim, se forem danos causados a terceiros, como postes, sinais ou barreiras, dentro das condições da apólice.;terceiros,e,responsabilidade;Atendimento/Portal;Alta;Activo;Não;
130;Terceiros e Responsabilidade Civil;O que devo fazer se receber reclamação de um terceiro?;Encaminhe imediatamente a reclamação à seguradora e evite assumir responsabilidades sem orientação formal.;terceiros,e,responsabilidade;Atendimento/Portal;Alta;Activo;Não;
131;Roubo e Furto;O que devo fazer se o veículo for roubado?;Deve apresentar queixa às autoridades imediatamente e comunicar o sinistro à seguradora, anexando a participação policial e documentos da viatura.;roubo,e,furto;Atendimento/Sinistros;Alta;Activo;Não;
132;Roubo e Furto;Qual é o prazo para comunicar roubo?;Comunique o mais rapidamente possível. A apólice pode definir prazo específico para participação de roubo ou furto.;roubo,e,furto;Atendimento/Sinistros;Alta;Activo;Não;
133;Roubo e Furto;A seguradora espera algum prazo antes de indemnizar roubo?;Pode existir período de espera para recuperação do veículo, conforme as condições da apólice.;roubo,e,furto;Atendimento/Sinistros;Alta;Activo;Não;
134;Roubo e Furto;O seguro cobre objectos deixados dentro do carro?;Normalmente não cobre bens pessoais dentro do veículo, salvo cobertura específica.;roubo,e,furto;Atendimento/Sinistros;Alta;Activo;Não;
135;Roubo e Furto;O que acontece se o veículo roubado for recuperado?;A seguradora avaliará danos e estado do veículo. Se a indemnização já tiver sido paga, aplicam-se as regras sobre salvado e propriedade.;roubo,e,furto;Atendimento/Sinistros;Alta;Activo;Sim;indemnização/recuperação de veículo roubado
136;Roubo e Furto;A cobertura de roubo exige alarme?;Pode exigir dispositivos de segurança dependendo do valor do veículo e das regras de aceitação da seguradora.;roubo,e,furto;Atendimento/Sinistros;Alta;Activo;Não;
137;Roubo e Furto;O seguro cobre roubo de rádio ou acessórios?;Pode cobrir se acessórios estiverem declarados e se a cobertura incluir furto parcial.;roubo,e,furto;Atendimento/Sinistros;Alta;Activo;Não;
138;Roubo e Furto;Tenho de entregar as chaves em caso de roubo?;A seguradora pode solicitar todas as chaves disponíveis, documentos e comprovativos para análise do sinistro.;roubo,e,furto;Atendimento/Sinistros;Alta;Activo;Não;
139;Roubo e Furto;Roubo e furto são a mesma coisa?;"Não necessariamente. Roubo envolve violência ou ameaça; furto ocorre sem violência. A cobertura deve indicar quais eventos estão abrangidos.";roubo,e,furto;Atendimento/Sinistros;Alta;Activo;Não;
140;Roubo e Furto;O seguro cobre tentativa de roubo?;Pode cobrir danos resultantes de tentativa de roubo, como fechaduras ou vidros partidos, se a cobertura estiver contratada.;roubo,e,furto;Atendimento/Sinistros;Alta;Activo;Não;
141;Vidros, Acessórios e Equipamentos;A quebra de vidro afecta o bónus?;Depende da política da seguradora. Em algumas apólices, sinistros de vidros podem não afectar o bónus.;vidros,acessórios,e;Atendimento/Portal;Média;Activo;Não;
142;Vidros, Acessórios e Equipamentos;Posso substituir o vidro em qualquer oficina?;A seguradora pode indicar oficinas parceiras para reparação de vidros. Fora da rede, pode ser necessária autorização prévia.;vidros,acessórios,e;Atendimento/Portal;Média;Activo;Não;
143;Vidros, Acessórios e Equipamentos;O seguro cobre película nos vidros?;Normalmente acessórios não originais precisam estar declarados. A película pode não estar coberta se não constar da apólice.;vidros,acessórios,e;Atendimento/Portal;Média;Activo;Não;
144;Vidros, Acessórios e Equipamentos;O seguro cobre jantes especiais?;Se as jantes forem acessórios adicionais, devem ser declaradas para estarem cobertas.;vidros,acessórios,e;Atendimento/Portal;Média;Activo;Não;
145;Vidros, Acessórios e Equipamentos;O seguro cobre sistema de som instalado depois da compra?;Pode cobrir se declarado como acessório e aceite pela seguradora.;vidros,acessórios,e;Atendimento/Portal;Média;Activo;Não;
146;Vidros, Acessórios e Equipamentos;Como declaro acessórios extras?;Informe a seguradora, apresente facturas ou fotos e solicite inclusão por endosso.;vidros,acessórios,e;Atendimento/Portal;Média;Activo;Não;
147;Vidros, Acessórios e Equipamentos;A cobertura de vidros tem franquia?;Pode ter ou não, dependendo da apólice. Confirme nas condições particulares.;vidros,acessórios,e;Atendimento/Portal;Média;Activo;Não;
148;Vidros, Acessórios e Equipamentos;O seguro cobre faróis e espelhos?;Pode cobrir se o dano resultar de sinistro abrangido. Quebra isolada pode exigir cobertura específica.;vidros,acessórios,e;Atendimento/Portal;Média;Activo;Não;
149;Vidros, Acessórios e Equipamentos;O seguro cobre danos em matrícula?;"Pode cobrir se decorrer de sinistro coberto; substituições por desgaste ou perda podem estar excluídas.";vidros,acessórios,e;Atendimento/Portal;Média;Activo;Não;
150;Vidros, Acessórios e Equipamentos;O seguro cobre capota ou tejadilho panorâmico?;Pode cobrir como parte do veículo se estiver incluído no valor segurado e o risco estiver coberto.;vidros,acessórios,e;Atendimento/Portal;Média;Activo;Não;
151;Uso do Veículo;Posso usar o carro segurado para transporte remunerado?;Somente se esse uso estiver declarado e aceite. Uso remunerado sem comunicação pode invalidar cobertura.;uso,do,veículo;Atendimento/Portal;Média;Activo;Não;
152;Uso do Veículo;O seguro particular cobre uso em táxi?;Não. Táxi ou transporte remunerado exige seguro adequado ao uso profissional.;uso,do,veículo;Atendimento/Portal;Média;Activo;Não;
153;Uso do Veículo;O seguro cobre carro usado para entregas?;Deve comunicar esse uso à seguradora. Entregas podem alterar o risco e exigir cobertura específica.;uso,do,veículo;Atendimento/Portal;Média;Activo;Não;
154;Uso do Veículo;Posso emprestar o carro a outra pessoa?;Pode, mas o condutor deve estar legalmente habilitado. Algumas apólices têm restrições para condutores jovens ou não declarados.;uso,do,veículo;Atendimento/Portal;Média;Activo;Não;
155;Uso do Veículo;O seguro cobre condutor diferente do habitual?;Depende da apólice. Pode cobrir, mas restrições podem aplicar-se se o condutor não estiver declarado.;uso,do,veículo;Atendimento/Portal;Média;Activo;Não;
156;Uso do Veículo;O seguro cobre aulas de condução?;Apenas se o veículo estiver segurado para esse fim. Uso de escola de condução exige cobertura própria.;uso,do,veículo;Atendimento/Portal;Média;Activo;Não;
157;Uso do Veículo;O seguro cobre veículo em serviço público?;Somente se a apólice tiver sido emitida para esse uso. Serviço público altera a avaliação de risco.;uso,do,veículo;Atendimento/Portal;Média;Activo;Não;
158;Uso do Veículo;Preciso informar se o carro passa a circular noutra província?;É recomendável informar, especialmente se a mudança for permanente, pois a zona de circulação pode afectar o risco.;uso,do,veículo;Atendimento/Portal;Média;Activo;Não;
159;Uso do Veículo;O seguro cobre veículo parado na garagem?;Pode cobrir riscos contratados como incêndio, roubo ou fenómenos da natureza, mesmo com o veículo parado.;uso,do,veículo;Atendimento/Portal;Média;Activo;Não;
160;Uso do Veículo;O seguro cobre veículo usado em obras?;Uso em obras ou locais de risco deve ser declarado e pode exigir condições específicas.;uso,do,veículo;Atendimento/Portal;Média;Activo;Não;
161;Reclamações e Atendimento;Como faço uma reclamação à seguradora?;Pode apresentar reclamação por escrito no balcão, e-mail, portal ou livro de reclamações, indicando número da apólice e descrição do problema.;reclamações,e,atendimento;Atendimento/Reclamações;Média;Activo;Não;
162;Reclamações e Atendimento;Que informação devo incluir na reclamação?;Inclua dados do segurado, número da apólice, número do sinistro quando houver, datas, factos, documentos e contacto actualizado.;reclamações,e,atendimento;Atendimento/Reclamações;Média;Activo;Não;
163;Reclamações e Atendimento;Em quanto tempo a seguradora responde a uma reclamação?;O prazo depende das normas aplicáveis e procedimentos internos. A seguradora deve acusar recepção e responder formalmente.;reclamações,e,atendimento;Atendimento/Reclamações;Média;Activo;Não;
164;Reclamações e Atendimento;Posso pedir revisão de prémio?;Sim. Pode solicitar reavaliação do prémio, especialmente se houver alteração de risco, bónus ou coberturas.;reclamações,e,atendimento,pagamento;Atendimento/Reclamações;Média;Activo;Não;
165;Reclamações e Atendimento;Como actualizo os meus dados de contacto?;Solicite a actualização pelos canais oficiais e confirme que telefone, e-mail e morada ficaram correctamente registados.;reclamações,e,atendimento;Atendimento/Reclamações;Média;Activo;Não;
166;Reclamações e Atendimento;Posso falar com o meu mediador sobre um sinistro?;Sim. O mediador pode orientar o processo, mas a decisão de cobertura cabe à seguradora.;reclamações,e,atendimento,sinistro,acidente;Atendimento/Reclamações;Média;Activo;Não;
167;Reclamações e Atendimento;Como obtenho declaração de sinistralidade?;Solicite à seguradora uma declaração com o histórico de sinistros, normalmente usada para contratação noutra seguradora.;reclamações,e,atendimento;Atendimento/Reclamações;Média;Activo;Não;
168;Reclamações e Atendimento;Como faço elogio ou sugestão?;Pode enviar sugestão pelos canais de atendimento, formulário online ou contacto do mediador.;reclamações,e,atendimento;Atendimento/Reclamações;Média;Activo;Não;
169;Reclamações e Atendimento;O que faço se não conseguir contactar a assistência?;Tente os números alternativos indicados na apólice e registe as tentativas. Em emergência, priorize segurança e guarde comprovativos.;reclamações,e,atendimento;Atendimento/Reclamações;Média;Activo;Não;
170;Reclamações e Atendimento;Como protejo os meus dados pessoais no atendimento?;Use apenas canais oficiais, evite enviar documentos por meios não seguros e confirme a identidade de quem solicita informação.;reclamações,e,atendimento;Atendimento/Reclamações;Média;Activo;Não;
171;Condução e Segurança;O seguro exige inspecção válida do veículo?;A falta de inspecção obrigatória pode afectar a cobertura se estiver relacionada com o acidente ou for exigência legal.;condução,e,segurança;Atendimento/Portal;Média;Activo;Não;
172;Condução e Segurança;O seguro cobre acidente causado por falha de travões?;Pode ser recusado se a falha resultar de falta de manutenção. Se for evento súbito e comprovado, a análise dependerá da apólice.;condução,e,segurança,sinistro,acidente;Atendimento/Portal;Média;Activo;Não;
173;Condução e Segurança;Devo comunicar alterações no veículo?;Sim. Alterações como motor, cor, uso, acessórios ou blindagem devem ser informadas à seguradora.;condução,e,segurança;Atendimento/Portal;Média;Activo;Não;
174;Condução e Segurança;O seguro cobre acidente com excesso de lotação?;Pode haver exclusão ou limitação se o excesso de lotação contribuir para o acidente ou violar a lei.;condução,e,segurança,sinistro,acidente;Atendimento/Portal;Média;Activo;Não;
175;Condução e Segurança;O seguro cobre acidente sem cinto de segurança?;A falta de cinto pode influenciar indemnizações por danos corporais e responsabilidade, conforme o caso.;condução,e,segurança,sinistro,acidente;Atendimento/Portal;Média;Activo;Não;
176;Condução e Segurança;O seguro cobre condução por menor de idade?;Normalmente não, por falta de habilitação legal, podendo gerar recusa ou direito de regresso.;condução,e,segurança;Atendimento/Portal;Média;Activo;Não;
177;Condução e Segurança;O seguro cobre acidente por excesso de velocidade?;Pode haver exclusões ou direito de regresso se houver infracção grave e nexo com o acidente.;condução,e,segurança,sinistro,acidente;Atendimento/Portal;Média;Activo;Não;
178;Condução e Segurança;O que devo fazer antes de uma viagem longa?;Verifique validade do seguro, pneus, travões, luzes, óleo, documentos, contactos de assistência e cobertura territorial.;condução,e,segurança;Atendimento/Portal;Média;Activo;Não;
179;Condução e Segurança;O seguro cobre acidentes em estradas não pavimentadas?;Depende da apólice. Algumas coberturas excluem uso fora de vias adequadas ou em condições extremas.;condução,e,segurança,sinistro,acidente;Atendimento/Portal;Média;Activo;Não;
180;Condução e Segurança;A manutenção do veículo influencia o seguro?;Sim. Falta de manutenção pode agravar riscos e ser motivo de recusa quando contribui para o sinistro.;condução,e,segurança;Atendimento/Portal;Média;Activo;Não;
181;Empresas e Frotas;O que é seguro de frota automóvel?;É uma solução para segurar vários veículos de uma empresa numa mesma apólice ou programa, com gestão centralizada.;empresas,e,frotas;Gestor Comercial;Média;Activo;Não;
182;Empresas e Frotas;Quais documentos são necessários para frota?;São necessários documentos da empresa, lista de veículos, dados de utilização, condutores habituais quando aplicável e histórico de sinistros.;empresas,e,frotas;Gestor Comercial;Média;Activo;Não;
183;Empresas e Frotas;A empresa pode ter uma apólice para todos os veículos?;Sim, dependendo da seguradora. A apólice de frota pode simplificar renovação, pagamento e gestão de sinistros.;empresas,e,frotas;Gestor Comercial;Média;Activo;Não;
184;Empresas e Frotas;Como incluir novo veículo na frota?;A empresa deve comunicar os dados do veículo e solicitar inclusão por endosso antes de iniciar a circulação.;empresas,e,frotas;Gestor Comercial;Média;Activo;Não;
185;Empresas e Frotas;Como remover veículo vendido da frota?;Solicite exclusão por endosso e apresente comprovativo de venda ou transferência quando exigido.;empresas,e,frotas;Gestor Comercial;Média;Activo;Não;
186;Empresas e Frotas;A frota tem desconto?;Pode ter condições comerciais diferenciadas conforme número de veículos, tipo de uso e sinistralidade.;empresas,e,frotas;Gestor Comercial;Média;Activo;Não;
187;Empresas e Frotas;Como controlar sinistros da frota?;A seguradora pode fornecer relatórios de sinistralidade por veículo, condutor, data, custo e tipo de evento.;empresas,e,frotas,sinistro,acidente;Gestor Comercial;Média;Activo;Não;
188;Empresas e Frotas;O seguro de frota cobre motoristas diferentes?;Sim, normalmente cobre múltiplos condutores, mas devem respeitar a lei e as restrições da apólice.;empresas,e,frotas;Gestor Comercial;Média;Activo;Não;
189;Empresas e Frotas;A frota pode incluir motos e viaturas ligeiras?;Pode incluir diferentes tipos de veículos, desde que a seguradora aceite e classifique correctamente os riscos.;empresas,e,frotas;Gestor Comercial;Média;Activo;Não;
190;Empresas e Frotas;Empresas precisam de cobertura para mercadorias transportadas?;Sim, se quiserem proteger mercadorias. O seguro automóvel geralmente não cobre carga sem cobertura específica.;empresas,e,frotas;Gestor Comercial;Média;Activo;Não;
191;Canais Digitais;Posso consultar a minha apólice pelo portal?;Sim, se a seguradora disponibilizar portal ou aplicativo. Normalmente pode consultar apólice, certificados, pagamentos, sinistros e dados pessoais.;canais,digitais;Portal/App/Chatbot;Baixa;Activo;Não;
192;Canais Digitais;Como recupero o acesso ao portal da seguradora?;Use a opção de recuperação de senha ou contacte o atendimento. Poderá ser necessário confirmar identidade e dados da apólice.;canais,digitais;Portal/App/Chatbot;Baixa;Activo;Não;
193;Canais Digitais;Posso participar sinistro pelo aplicativo?;Sim, se o aplicativo tiver essa funcionalidade. Anexe fotos, documentos e descreva o acidente com data, hora e local.;canais,digitais,sinistro,acidente;Portal/App/Chatbot;Baixa;Activo;Não;
194;Canais Digitais;É seguro enviar documentos por WhatsApp?;Use apenas números oficiais da seguradora ou mediador. Evite enviar dados sensíveis para contactos não verificados.;canais,digitais;Portal/App/Chatbot;Baixa;Activo;Não;
195;Canais Digitais;Recebi um link de pagamento do seguro. O que devo verificar?;Confirme se o link é oficial, se o beneficiário é a seguradora ou parceiro autorizado e se o valor corresponde ao prémio informado.;canais,digitais,pagamento;Portal/App/Chatbot;Baixa;Activo;Não;
196;Canais Digitais;Posso receber alertas de vencimento por SMS?;Sim, quando a seguradora disponibiliza esse serviço. Mantenha o número de telefone actualizado para não perder avisos.;canais,digitais;Portal/App/Chatbot;Baixa;Activo;Não;
197;Canais Digitais;Como envio fotos do acidente correctamente?;Fotografe os danos, posição dos veículos, matrícula, local, sinais de trânsito e documentos relevantes, sem colocar a sua segurança em risco.;canais,digitais,sinistro,acidente;Portal/App/Chatbot;Baixa;Activo;Não;
198;Canais Digitais;Posso assinar documentos do seguro digitalmente?;Pode ser possível se a seguradora aceitar assinatura digital ou confirmação electrónica, conforme os seus procedimentos.;canais,digitais;Portal/App/Chatbot;Baixa;Activo;Não;
199;Canais Digitais;Como identifico mensagens falsas em nome da seguradora?;Desconfie de links estranhos, erros de escrita, urgência excessiva, pedidos de senha ou pagamentos para contas desconhecidas.;canais,digitais;Portal/App/Chatbot;Baixa;Activo;Sim;fraude/phishing/segurança da informação
200;Canais Digitais;O chatbot da seguradora substitui o atendimento humano?;O chatbot ajuda em dúvidas frequentes e pedidos simples, mas situações complexas, reclamações e sinistros sensíveis devem ser encaminhados para atendimento humano.;canais,digitais;Portal/App/Chatbot;Baixa;Activo;Não;
