id,produto,categoria,pergunta,resposta,intencao,tags,canal_recomendado,prioridade,status,observacoes
SAUDE-FAQ-086,Seguro de Saúde,Carências e Limites,O que é período de carência?,É o tempo após o início da apólice durante o qual certas coberturas ainda não podem ser utilizadas.,carencias_limites,carência;limite,Portal / Condições Particulares,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-087,Seguro de Saúde,Carências e Limites,Todas as coberturas têm carência?,"Não. Algumas podem não ter carência, enquanto maternidade, cirurgias programadas ou doenças específicas podem ter prazos maiores.",carencias_limites,cobertura;carência;limite,Portal / Condições Particulares,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-088,Seguro de Saúde,Carências e Limites,O que é capital seguro?,É o limite máximo que a seguradora paga por determinada cobertura ou por ano de vigência da apólice.,carencias_limites,carência;limite,Portal / Condições Particulares,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-089,Seguro de Saúde,Carências e Limites,O que é copagamento?,É a parte da despesa que fica a cargo do segurado no momento do atendimento ou após liquidação da despesa.,carencias_limites,pagamento;carência;limite,Portal / Condições Particulares,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-090,Seguro de Saúde,Carências e Limites,O que é franquia no seguro de saúde?,É o valor inicial ou percentagem que o segurado suporta antes da comparticipação da seguradora.,carencias_limites,carência;limite,Portal / Condições Particulares,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-091,Seguro de Saúde,Carências e Limites,Existe limite anual por cobertura?,"Sim. Cada cobertura pode ter limite anual, por ato, por sessão, por pessoa ou por agregado familiar.",carencias_limites,cobertura;carência;limite,Portal / Condições Particulares,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-092,Seguro de Saúde,Carências e Limites,"Quando o limite anual esgota, o que acontece?",As despesas adicionais dessa cobertura ficam a cargo do segurado até ao novo período de vigência.,carencias_limites,carência;limite,Portal / Condições Particulares,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-093,Seguro de Saúde,Carências e Limites,A carência aplica-se em acidente?,"Normalmente emergências por acidente podem ter regras diferentes, mas depende das condições da apólice.",carencias_limites,carência;limite,Portal / Condições Particulares,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-094,Seguro de Saúde,Carências e Limites,Posso reduzir carências ao mudar de seguradora?,Algumas seguradoras analisam continuidade de cobertura anterior e podem reduzir carências mediante comprovativos.,carencias_limites,carência;limite,Portal / Condições Particulares,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-095,Seguro de Saúde,Carências e Limites,Os limites renovam todos os anos?,"Geralmente sim, na renovação anual da apólice, salvo condições específicas do contrato.",carencias_limites,carência;limite,Portal / Condições Particulares,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-096,Seguro de Saúde,Apólice e Renovação,O que é apólice de seguro de saúde?,"É o contrato que define segurado, tomador, coberturas, exclusões, prémios, limites, carências e demais condições do seguro.",gestao_apolice,apólice;renovação,Mediador / Portal / Balcão,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-097,Seguro de Saúde,Apólice e Renovação,Como recebo a minha apólice?,"A apólice pode ser enviada por email, disponibilizada no portal ou entregue em formato físico, conforme o canal contratado.",gestao_apolice,apólice;renovação,Mediador / Portal / Balcão,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-098,Seguro de Saúde,Apólice e Renovação,Quando a apólice renova?,"Normalmente renova anualmente, salvo denúncia, incumprimento ou alteração comunicada conforme os prazos contratuais.",gestao_apolice,apólice;renovação,Mediador / Portal / Balcão,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-099,Seguro de Saúde,Apólice e Renovação,Posso cancelar o seguro?,"Sim, respeitando os prazos e procedimentos previstos na apólice e na legislação aplicável.",gestao_apolice,apólice;renovação,Mediador / Portal / Balcão,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-100,Seguro de Saúde,Apólice e Renovação,Como atualizo dados pessoais?,"Solicite alteração através dos canais oficiais, apresentando documentos de suporte quando necessário.",gestao_apolice,apólice;renovação,Mediador / Portal / Balcão,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-101,Seguro de Saúde,Apólice e Renovação,O que acontece se mudar de contacto ou morada?,"Deve comunicar a alteração para garantir receção de avisos, recibos, autorizações e informações importantes.",gestao_apolice,apólice;renovação,Mediador / Portal / Balcão,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-102,Seguro de Saúde,Apólice e Renovação,Posso suspender temporariamente a apólice?,"Normalmente não, salvo condições específicas. A falta de pagamento pode suspender coberturas, mas não é uma suspensão voluntária.",gestao_apolice,apólice;renovação,Mediador / Portal / Balcão,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-103,Seguro de Saúde,Apólice e Renovação,A seguradora pode alterar condições na renovação?,"Sim, pode propor atualização de prémio, rede, coberturas ou condições, mediante comunicação ao tomador.",gestao_apolice,apólice;renovação,Mediador / Portal / Balcão,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-104,Seguro de Saúde,Apólice e Renovação,Como peço segunda via da apólice?,"Pode solicitar segunda via por email, portal, balcão, mediador ou linha de apoio.",gestao_apolice,apólice;renovação,Mediador / Portal / Balcão,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-105,Seguro de Saúde,Apólice e Renovação,O número da apólice é importante?,"Sim. Ele identifica o contrato e deve ser usado em pedidos de assistência, reembolso e autorizações.",gestao_apolice,apólice;renovação,Mediador / Portal / Balcão,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-106,Seguro de Saúde,Atendimento Digital,Posso usar aplicativo para gerir o seguro?,"Sim, se a seguradora disponibilizar aplicativo, poderá consultar rede, cartão digital, pedidos, reembolsos e dados da apólice.",suporte_digital,digital,Aplicativo / Portal / WhatsApp Oficial,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-107,Seguro de Saúde,Atendimento Digital,O cartão digital é aceite nos prestadores?,"Normalmente sim, desde que o prestador esteja preparado para validar a elegibilidade digitalmente.",suporte_digital,prestador;digital,Aplicativo / Portal / WhatsApp Oficial,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-108,Seguro de Saúde,Atendimento Digital,Como recupero acesso ao portal?,"Use a opção de recuperação de senha ou contacte o suporte, confirmando os seus dados de identificação.",suporte_digital,digital,Aplicativo / Portal / WhatsApp Oficial,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-109,Seguro de Saúde,Atendimento Digital,Posso submeter reembolso online?,"Sim, quando o canal digital está disponível, anexando documentos legíveis e completos.",suporte_digital,reembolso;digital,Aplicativo / Portal / WhatsApp Oficial,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-110,Seguro de Saúde,Atendimento Digital,Recebo notificações sobre autorizações?,"Pode receber por SMS, email, aplicativo ou chamada, conforme os contactos registados e canais ativos.",suporte_digital,digital,Aplicativo / Portal / WhatsApp Oficial,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-111,Seguro de Saúde,Atendimento Digital,Como atualizo meu email no portal?,Aceda ao perfil do utilizador ou solicite atualização à seguradora com validação de identidade.,suporte_digital,digital,Aplicativo / Portal / WhatsApp Oficial,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-112,Seguro de Saúde,Atendimento Digital,O atendimento por WhatsApp é oficial?,Só deve usar números divulgados oficialmente pela seguradora para evitar fraude ou exposição de dados pessoais.,suporte_digital,digital,Aplicativo / Portal / WhatsApp Oficial,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-113,Seguro de Saúde,Atendimento Digital,Posso consultar limites disponíveis online?,"Sim, se o portal ou aplicativo disponibilizar essa funcionalidade.",suporte_digital,consulta;limite;digital,Aplicativo / Portal / WhatsApp Oficial,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-114,Seguro de Saúde,Atendimento Digital,Como protejo meus dados no portal?,"Use senha forte, não partilhe credenciais e confirme sempre que está nos canais oficiais da seguradora.",suporte_digital,digital,Aplicativo / Portal / WhatsApp Oficial,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-115,Seguro de Saúde,Atendimento Digital,Posso pedir suporte por email?,"Sim, desde que envie o pedido para os contactos oficiais e inclua dados suficientes para identificação da apólice.",suporte_digital,digital,Aplicativo / Portal / WhatsApp Oficial,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-116,Seguro de Saúde,Fraude e Compliance,O que é fraude em seguro de saúde?,"É qualquer tentativa de obter benefício indevido, como falsificar recibos, simular tratamentos ou omitir informação relevante.",compliance_fraude,fraude,Compliance / Linha Ética / Email Oficial,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-117,Seguro de Saúde,Fraude e Compliance,Quais são as consequências de fraude?,"Pode haver recusa de pagamento, cancelamento da apólice, participação às autoridades e responsabilização civil ou criminal.",compliance_fraude,fraude,Compliance / Linha Ética / Email Oficial,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-118,Seguro de Saúde,Fraude e Compliance,Posso usar o cartão para outra pessoa?,Não. O cartão é pessoal e intransmissível. O uso por terceiros pode ser considerado fraude.,compliance_fraude,fraude,Compliance / Linha Ética / Email Oficial,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-119,Seguro de Saúde,Fraude e Compliance,A seguradora pode validar documentos médicos?,"Sim. Pode confirmar autenticidade de faturas, relatórios, prescrições e atos médicos junto dos prestadores.",compliance_fraude,fraude,Compliance / Linha Ética / Email Oficial,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-120,Seguro de Saúde,Fraude e Compliance,Devo declarar doenças anteriores?,Sim. A omissão de informação clínica relevante pode levar à recusa de cobertura ou anulação do contrato.,compliance_fraude,fraude,Compliance / Linha Ética / Email Oficial,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-121,Seguro de Saúde,Fraude e Compliance,Como denuncio suspeita de fraude?,"Use os canais oficiais da seguradora, garantindo confidencialidade e fornecendo detalhes relevantes.",compliance_fraude,fraude,Compliance / Linha Ética / Email Oficial,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-122,Seguro de Saúde,Fraude e Compliance,A seguradora protege meus dados de saúde?,"Deve proteger os dados conforme regras de privacidade, usando-os apenas para gestão do contrato e sinistros.",compliance_fraude,fraude,Compliance / Linha Ética / Email Oficial,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-123,Seguro de Saúde,Fraude e Compliance,Posso pedir acesso aos meus dados pessoais?,"Sim, pode solicitar informação sobre os dados tratados, conforme a política de privacidade e legislação aplicável.",compliance_fraude,fraude,Compliance / Linha Ética / Email Oficial,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-124,Seguro de Saúde,Fraude e Compliance,Por que pedem consentimento para dados de saúde?,"Porque dados de saúde são sensíveis e precisam de autorização para análise de risco, gestão de sinistros e prestação do serviço.",compliance_fraude,fraude,Compliance / Linha Ética / Email Oficial,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-125,Seguro de Saúde,Fraude e Compliance,É seguro enviar documentos por email?,Use apenas canais oficiais e evite enviar informação sensível para endereços não confirmados.,compliance_fraude,fraude,Compliance / Linha Ética / Email Oficial,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-126,Seguro de Saúde,Reclamações,Como faço uma reclamação?,"Apresente a reclamação por escrito através dos canais oficiais, indicando número da apólice, descrição do problema e documentos de suporte.",reclamacao,reclamação,Livro de Reclamações / Email / Balcão,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-127,Seguro de Saúde,Reclamações,Qual é o prazo de resposta a reclamações?,"O prazo depende das regras internas e legais aplicáveis, mas a seguradora deve informar o estado do processo.",reclamacao,reclamações,Livro de Reclamações / Email / Balcão,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-128,Seguro de Saúde,Reclamações,Posso contestar uma recusa de reembolso?,"Sim. Solicite revisão, apresente novos documentos e peça explicação detalhada dos motivos da recusa.",reclamacao,reembolso,Livro de Reclamações / Email / Balcão,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-129,Seguro de Saúde,Reclamações,Quem pode reclamar?,"O tomador, segurado, beneficiário ou representante autorizado pode apresentar reclamação.",reclamacao,reclamações,Livro de Reclamações / Email / Balcão,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-130,Seguro de Saúde,Reclamações,Preciso de advogado para reclamar?,Não necessariamente. A reclamação pode ser feita diretamente pelo segurado ou tomador.,reclamacao,reclamações,Livro de Reclamações / Email / Balcão,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-131,Seguro de Saúde,Reclamações,O que incluir numa reclamação?,"Inclua dados da apólice, contactos, datas, prestador envolvido, valores, documentos e pedido claro de resolução.",reclamacao,reclamação,Livro de Reclamações / Email / Balcão,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-132,Seguro de Saúde,Reclamações,Posso reclamar sobre atendimento de uma clínica da rede?,Sim. A seguradora pode avaliar o caso com o prestador e orientar sobre solução ou alternativa.,reclamacao,rede,Livro de Reclamações / Email / Balcão,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-133,Seguro de Saúde,Reclamações,"Se não concordar com a resposta, o que faço?",Pode solicitar nova análise ou recorrer às entidades competentes de supervisão ou resolução de conflitos.,reclamacao,reclamações,Livro de Reclamações / Email / Balcão,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-134,Seguro de Saúde,Reclamações,A reclamação suspende pagamento do prémio?,"Não. Enquanto a apólice estiver ativa, os prémios devem continuar a ser pagos para evitar suspensão de cobertura.",reclamacao,prémio;pagamento;reclamação,Livro de Reclamações / Email / Balcão,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-135,Seguro de Saúde,Reclamações,Posso acompanhar minha reclamação?,"Sim, solicite o número de processo e acompanhe pelos canais disponibilizados pela seguradora.",reclamacao,reclamação,Livro de Reclamações / Email / Balcão,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-136,Seguro de Saúde,Benefícios e Bem-estar,O seguro oferece programas de prevenção?,"Alguns planos incluem check-ups, campanhas de vacinação, rastreios ou aconselhamento de saúde.",beneficios_bem_estar,benefícios,Portal / Aplicativo / Linha de Apoio,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-137,Seguro de Saúde,Benefícios e Bem-estar,Tenho desconto em farmácias?,"Pode existir desconto em farmácias parceiras, dependendo da rede e do plano contratado.",beneficios_bem_estar,benefícios,Portal / Aplicativo / Linha de Apoio,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-138,Seguro de Saúde,Benefícios e Bem-estar,O seguro cobre telemedicina?,"Alguns planos incluem consultas por telemedicina, sujeitas à disponibilidade da rede e às condições da apólice.",beneficios_bem_estar,benefícios,Portal / Aplicativo / Linha de Apoio,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-139,Seguro de Saúde,Benefícios e Bem-estar,Posso ter aconselhamento nutricional?,"Pode estar incluído em planos com bem-estar, prevenção ou consultas de nutrição.",beneficios_bem_estar,benefícios,Portal / Aplicativo / Linha de Apoio,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-140,Seguro de Saúde,Benefícios e Bem-estar,Há programas para gestão de doenças crónicas?,"Algumas seguradoras oferecem acompanhamento para diabetes, hipertensão ou outras condições, conforme o plano.",beneficios_bem_estar,benefícios,Portal / Aplicativo / Linha de Apoio,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-141,Seguro de Saúde,Benefícios e Bem-estar,O seguro cobre medicina preventiva?,"Pode cobrir rastreios, consultas preventivas e check-ups, quando previstos nas garantias contratadas.",beneficios_bem_estar,benefícios,Portal / Aplicativo / Linha de Apoio,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-142,Seguro de Saúde,Benefícios e Bem-estar,Posso receber orientação médica por telefone?,"Sim, se o plano incluir linha médica ou serviço de triagem clínica.",beneficios_bem_estar,benefícios,Portal / Aplicativo / Linha de Apoio,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-143,Seguro de Saúde,Benefícios e Bem-estar,Há benefícios para crianças?,"Planos familiares podem incluir pediatria, vacinação, consultas de rotina e acompanhamento preventivo.",beneficios_bem_estar,benefícios,Portal / Aplicativo / Linha de Apoio,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-144,Seguro de Saúde,Benefícios e Bem-estar,O seguro cobre programas de cessação tabágica?,Pode cobrir se estiver previsto em programas de bem-estar ou prevenção.,beneficios_bem_estar,benefícios,Portal / Aplicativo / Linha de Apoio,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-145,Seguro de Saúde,Benefícios e Bem-estar,Como aproveito benefícios adicionais?,"Consulte a lista de benefícios do plano e confirme condições, rede, limites e canais de acesso.",beneficios_bem_estar,benefícios,Portal / Aplicativo / Linha de Apoio,Baixa,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-146,Seguro de Saúde,Coberturas,O seguro cobre hemodiálise?,"Pode cobrir quando prevista no plano, clinicamente indicada e autorizada pela seguradora, respeitando limites e exclusões.",consulta_cobertura,cobertura,Linha de Apoio / Portal,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-147,Seguro de Saúde,Coberturas,O seguro cobre quimioterapia?,Pode cobrir tratamentos oncológicos se a garantia existir no plano e mediante pré-autorização e documentação clínica.,consulta_cobertura,cobertura,Linha de Apoio / Portal,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-148,Seguro de Saúde,Coberturas,O seguro cobre radioterapia?,"Pode estar coberta em planos com tratamento oncológico, sujeita a autorização, limites e rede de prestadores.",consulta_cobertura,cobertura,Linha de Apoio / Portal,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-149,Seguro de Saúde,Coberturas,O seguro cobre próteses?,Algumas próteses podem estar cobertas se forem clinicamente necessárias e previstas nas condições da apólice.,consulta_cobertura,cobertura,Linha de Apoio / Portal,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-150,Seguro de Saúde,Coberturas,O seguro cobre aparelhos auditivos?,"Pode estar coberto em planos específicos, normalmente com limite anual ou comparticipação limitada.",consulta_cobertura,cobertura,Linha de Apoio / Portal,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-151,Seguro de Saúde,Coberturas,O seguro cobre parto normal?,"Sim, se a cobertura de maternidade estiver incluída e cumprido o período de carência aplicável.",consulta_cobertura,cobertura,Linha de Apoio / Portal,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-152,Seguro de Saúde,Coberturas,O seguro cobre cesariana?,"Pode cobrir cesariana quando a maternidade está incluída e há indicação médica, dentro dos limites contratados.",consulta_cobertura,cobertura,Linha de Apoio / Portal,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-153,Seguro de Saúde,Coberturas,O recém-nascido fica automaticamente coberto?,Depende da apólice. Normalmente é necessário comunicar o nascimento e solicitar inclusão dentro do prazo definido.,consulta_cobertura,cobertura,Linha de Apoio / Portal,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-154,Seguro de Saúde,Coberturas,O seguro cobre pediatria?,"Sim, quando consultas de pediatria fazem parte da cobertura de consultas e o dependente está incluído na apólice.",consulta_cobertura,cobertura,Linha de Apoio / Portal,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-155,Seguro de Saúde,Coberturas,O seguro cobre alergologia?,Pode cobrir consultas e testes de alergia quando prescritos e enquadrados nas garantias do plano.,consulta_cobertura,cobertura,Linha de Apoio / Portal,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-156,Seguro de Saúde,Exclusões,O seguro cobre infertilidade?,Tratamentos de fertilidade podem estar excluídos ou sujeitos a cobertura específica e limites próprios.,consulta_exclusao,exclusões,Linha de Apoio / Condições Gerais,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-157,Seguro de Saúde,Exclusões,Cirurgia bariátrica está coberta?,"Pode estar excluída ou depender de critérios clínicos rigorosos, autorização e cobertura específica.",consulta_exclusao,exclusões,Linha de Apoio / Condições Gerais,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-158,Seguro de Saúde,Exclusões,Tratamentos alternativos são cobertos?,Terapias alternativas geralmente só são cobertas se estiverem expressamente previstas na apólice.,consulta_exclusao,exclusões,Linha de Apoio / Condições Gerais,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-159,Seguro de Saúde,Exclusões,Despesas por álcool ou drogas são cobertas?,"Normalmente são excluídas quando associadas ao consumo abusivo ou ilícito, salvo disposições diferentes na apólice.",consulta_exclusao,exclusões,Linha de Apoio / Condições Gerais,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-160,Seguro de Saúde,Exclusões,Tratamentos fora de protocolo médico são cobertos?,Normalmente não são cobertos atos sem indicação clínica reconhecida ou sem prescrição adequada.,consulta_exclusao,exclusões,Linha de Apoio / Condições Gerais,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-161,Seguro de Saúde,Rede de Prestadores,Posso marcar consulta diretamente com o prestador?,"Sim, mas deve confirmar que o prestador faz parte da rede e que a cobertura está ativa.",rede_prestadores,consulta;rede;prestador,Aplicativo / Portal / Linha de Apoio,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-162,Seguro de Saúde,Rede de Prestadores,A rede inclui laboratórios?,"Sim, muitos planos incluem laboratórios convencionados para análises clínicas e exames de diagnóstico.",rede_prestadores,rede;prestador,Aplicativo / Portal / Linha de Apoio,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-163,Seguro de Saúde,Rede de Prestadores,Há atendimento 24 horas na rede?,Alguns hospitais e clínicas da rede oferecem urgência 24 horas; confirme a disponibilidade antes de se deslocar.,rede_prestadores,rede;prestador,Aplicativo / Portal / Linha de Apoio,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-164,Seguro de Saúde,Rede de Prestadores,O prestador pode cobrar valor adicional?,"Pode cobrar copagamento, franquia ou serviços não cobertos. Valores extras devem ser esclarecidos antes do atendimento.",rede_prestadores,rede;prestador,Aplicativo / Portal / Linha de Apoio,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-165,Seguro de Saúde,Rede de Prestadores,Como confirmo se um médico ainda está na rede?,Consulte a lista atualizada ou contacte a seguradora antes da marcação para evitar recusas ou custos inesperados.,rede_prestadores,rede;prestador,Aplicativo / Portal / Linha de Apoio,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-166,Seguro de Saúde,Reembolso,Posso pedir reembolso parcial?,"Sim. Quando aplicável, a seguradora comparticipa a percentagem prevista e o restante fica a cargo do segurado.",pedido_reembolso,reembolso,Portal / Aplicativo / Email,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-167,Seguro de Saúde,Reembolso,O que acontece se a fatura estiver em nome errado?,O pedido pode ser recusado ou devolvido para correção. A fatura deve identificar corretamente o segurado ou beneficiário.,pedido_reembolso,reembolso,Portal / Aplicativo / Email,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-168,Seguro de Saúde,Reembolso,Posso submeter várias despesas no mesmo pedido?,"Sim, desde que cada despesa esteja documentada e seja possível identificar atos, datas, valores e beneficiário.",pedido_reembolso,reembolso,Portal / Aplicativo / Email,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-169,Seguro de Saúde,Reembolso,Há valor mínimo para reembolso?,Pode existir valor mínimo ou regras operacionais definidas pela seguradora.,pedido_reembolso,reembolso,Portal / Aplicativo / Email,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-170,Seguro de Saúde,Reembolso,O reembolso cobre 100% da despesa?,"Nem sempre. Depende da cobertura, percentagem de comparticipação, franquia, copagamento e limite disponível.",pedido_reembolso,reembolso,Portal / Aplicativo / Email,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-171,Seguro de Saúde,Autorizações,Quem analisa a pré-autorização?,A equipa técnica ou clínica da seguradora analisa a documentação e confirma enquadramento nas condições da apólice.,pre_autorizacao,autorização,Portal / Prestador / Linha Clínica,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-172,Seguro de Saúde,Autorizações,Posso acelerar uma autorização urgente?,"Sim, informe que é urgente e envie documentação completa. O prestador também pode contactar a seguradora.",pre_autorizacao,autorização,Portal / Prestador / Linha Clínica,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-173,Seguro de Saúde,Autorizações,A autorização pode ser condicionada?,"Sim. Pode ser aprovada com limites, exclusões, necessidade de documentos adicionais ou uso de prestador específico.",pre_autorizacao,autorização,Portal / Prestador / Linha Clínica,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-174,Seguro de Saúde,Autorizações,Preciso de orçamento para cirurgia?,"Normalmente sim. O orçamento ajuda a seguradora a validar custos, cobertura e limites disponíveis.",pre_autorizacao,autorizações,Portal / Prestador / Linha Clínica,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
